,ALA,CEA,CWP,NEA,NEF,NPL,NWP,SEA,SPL,SWP,CAN,USA,USC
2016 April,-3.33,2.0,0.54,1.95,0.27,-2.64,0.83,4.26,4.9,1.28,0.34,2.55,1.99
2016 May,-6.46,3.4,0.19,3.21,-0.12,-2.33,-0.07,3.9,4.71,1.93,-0.3,2.73,1.36
2016 June,-5.16,3.59,0.15,3.04,0.15,-3.38,-1.11,4.25,3.88,2.06,-0.59,3.04,1.56
2016 July,-4.54,4.92,0.02,4.1,-0.5,-2.27,-0.61,3.68,3.79,1.82,-0.78,2.96,1.4
2016 August,-4.39,3.24,0.58,3.08,-0.8,-1.92,-0.76,4.57,5.15,2.33,-1.24,2.91,1.56
2016 September,-3.65,7.14,-0.1,2.52,-0.98,-2.3,-0.59,5.14,4.83,1.18,-1.24,4.74,2.63
2016 October,-3.79,3.5,3.99,3.95,-0.5,-2.65,2.67,4.07,4.66,1.66,0.92,3.87,3.86
2016 November,-1.21,1.89,2.57,2.11,-0.91,-2.26,2.58,3.74,4.36,1.41,0.76,3.35,2.78
2016 December,-3.54,1.85,-0.29,2.68,-0.47,-1.9,-0.61,3.33,4.33,0.73,-0.74,1.15,0.59
2017 January,-4.0,3.42,0.84,1.6,-0.17,-1.99,0.65,3.09,3.76,1.96,0.12,2.3,1.8
2017 February,-2.88,2.6,1.71,4.11,0.34,-1.87,1.23,2.13,3.42,2.13,1.0,1.52,1.42
2017 March,-5.37,0.35,1.67,2.52,0.78,-1.98,1.47,1.31,3.66,1.68,1.14,0.41,0.71
2017 April,-3.81,2.6,2.6,1.67,1.58,-1.99,2.7,3.8,3.99,2.18,2.3,3.04,3.12
2017 May,-5.99,5.86,1.97,4.05,1.73,-0.9,1.34,2.77,3.05,2.69,1.88,3.84,3.18
2017 June,-5.04,4.5,2.17,3.91,1.63,-1.51,0.84,3.96,4.37,2.95,1.6,3.97,3.16
2017 July,-5.02,6.52,0.36,3.84,1.74,-1.6,-0.31,4.18,3.41,2.31,1.05,3.8,2.86
2017 August,-3.37,4.86,1.47,3.08,1.03,-2.06,0.43,5.31,5.09,2.79,0.9,5.08,4.17
2017 September,-3.26,7.32,1.34,3.1,0.89,-1.8,0.51,6.18,4.09,1.53,0.79,5.77,4.43
2017 October,-4.73,3.36,-0.37,3.2,-0.2,-1.46,-1.14,3.95,5.39,1.53,-0.95,2.74,2.05
2017 November,-3.76,2.79,1.3,1.82,0.72,-1.67,1.04,3.0,3.29,1.06,0.88,2.07,1.89
2017 December,-3.7,1.57,-1.24,1.37,-0.43,-1.83,-1.7,2.8,3.18,0.81,-1.47,0.48,-0.19
2018 January,-2.88,0.92,1.0,2.42,0.4,-2.62,1.09,1.15,2.59,0.77,0.69,0.53,0.64
2018 February,-4.33,1.47,-1.01,0.51,0.94,-2.89,-1.24,2.26,3.97,0.37,-0.71,-0.08,-0.26
2018 March,-7.1,4.88,0.48,3.34,1.57,-2.8,0.12,3.17,3.76,1.23,0.96,2.5,2.14
2018 April,-5.02,1.8,1.0,2.24,-0.25,-2.4,0.72,2.88,3.54,1.23,-0.08,1.51,1.07
2018 May,-6.32,3.79,1.31,3.0,0.5,-2.22,1.9,2.78,3.2,2.21,0.77,2.48,1.81
2018 June,-5.65,5.67,0.57,3.91,0.38,-3.52,-0.34,2.46,3.05,2.35,-0.09,3.29,1.94
2018 July,-6.07,5.92,0.46,3.34,-0.3,-2.47,-0.63,4.71,2.91,2.32,-0.7,3.22,1.6
2018 August,-4.31,5.0,1.16,4.25,-0.01,-2.41,-0.27,4.49,4.73,2.71,-0.34,4.19,2.93
2018 September,-5.26,9.53,0.23,2.91,0.26,-2.44,-0.36,6.3,4.41,1.33,-0.2,5.43,3.67
2018 October,-4.11,3.78,0.74,5.21,0.53,-2.86,-0.11,3.5,5.38,3.03,0.13,3.51,3.2
2018 November,-2.96,2.77,-0.41,2.69,0.58,-1.79,-0.4,3.18,2.83,2.06,0.01,2.25,1.65
2018 December,-1.84,4.01,0.6,2.68,0.8,-2.31,0.86,4.69,3.17,1.76,0.88,3.6,3.0
2019 January,-3.28,4.45,0.87,3.25,1.27,-2.45,1.11,3.22,3.27,1.86,1.28,2.98,2.72
2019 February,-4.43,2.31,0.61,3.35,0.97,-2.89,-0.16,3.71,5.25,1.48,0.19,1.17,0.92
2019 March,-6.33,2.85,-0.42,2.2,-0.03,-2.04,-0.75,3.35,4.08,2.04,-0.52,1.82,1.11
2019 April,-4.07,2.17,1.01,2.24,0.87,-2.1,0.81,4.12,3.75,2.75,0.92,2.59,2.25
2019 May,-7.26,6.03,1.91,4.05,1.54,-1.83,0.59,4.27,5.49,2.99,1.41,4.62,3.36
2019 June,-7.23,5.3,-0.67,4.13,1.92,-3.09,-1.69,4.61,4.08,2.61,0.67,3.49,2.42
2019 July,-5.18,7.33,0.96,5.11,1.16,-2.14,-0.29,6.15,4.68,1.69,0.61,5.08,3.42
2019 August,-4.96,5.75,0.99,4.49,0.63,-1.28,-0.09,5.65,4.16,1.36,0.52,4.38,3.47
2019 September,-3.91,7.8,2.44,3.69,0.48,-1.73,1.04,6.15,5.07,1.54,0.77,5.94,4.53
2019 October,-4.98,5.82,-0.45,4.96,0.83,-1.88,-0.8,5.7,6.01,1.15,0.13,4.93,4.48
2019 November,-3.68,3.31,-0.9,3.57,1.01,-1.91,-1.18,4.62,3.86,2.22,-0.16,2.86,2.02
2019 December,-1.74,3.33,0.63,2.82,0.0,-2.17,0.59,4.01,3.32,2.4,0.26,3.2,2.47
2020 January,-3.29,4.35,1.46,3.25,1.27,-2.45,1.11,3.55,4.33,0.8,1.28,3.09,2.8
2020 February,-3.06,3.11,-0.73,3.35,0.97,-2.89,-0.16,3.08,3.71,0.69,0.19,1.29,1.01
2020 March,-7.69,3.81,-0.67,2.2,-0.03,-2.04,-0.75,2.68,3.83,1.64,-0.52,1.61,0.96
2020 April,-6.52,3.38,-0.27,2.24,0.87,-2.1,0.81,4.75,5.43,1.55,0.92,2.79,2.39
2020 May,-5.74,3.45,2.77,4.05,1.54,-1.83,0.59,3.64,4.07,2.55,1.41,3.22,2.57
2020 June,-5.65,4.92,1.17,4.13,1.92,-3.09,-1.69,5.19,4.89,1.79,0.67,4.24,2.88
2020 July,-4.86,7.64,1.1,5.11,1.16,-2.14,-0.29,5.44,4.58,1.84,0.61,5.11,3.44
2020 August,-3.14,5.27,0.8,4.49,0.63,-1.28,-0.09,5.92,5.13,2.08,0.52,5.48,4.28
2020 September,-3.69,7.26,1.7,3.69,0.48,-1.73,1.04,8.03,6.07,1.24,0.77,6.54,4.95
2020 October,-5.01,3.62,-0.16,4.96,0.83,-1.88,-0.8,4.94,4.72,1.64,0.13,3.18,2.91
2020 November,-3.66,1.92,-0.02,3.57,1.01,-1.91,-1.18,4.19,4.38,0.01,-0.16,1.68,1.16
